MSGID,SYMBOL,ENUMNAME,LOCALE,MSGLOCALE,SYMBOLLOC,TEXT,TXTHASH,STATUS,SRC
945,ABOUT_KEY_FIELDS,AboutKeyFields,en-US,0000000945|en-US,ABOUT_KEY_FIELDS|en-US,Fields,616f48c1db195b6f23031e5064d19920ab9f1c394100bbad51800d1020f7702d,ACTIVE,src/help/helpdata_messages.cpp
946,ABOUT_YES,AboutYes,en-US,0000000946|en-US,ABOUT_YES|en-US,Yes,85a39ab345d672ff8ca9b9c6876f3adcacf45ee7c1e2dbd2408fd338bd55e07e,ACTIVE,src/help/helpdata_messages.cpp
947,ABOUT_NO,AboutNo,en-US,0000000947|en-US,ABOUT_NO|en-US,No,1ea442a134b2a184bd5d40104401f2a37fbc09ccf3f4bc9da161c6099be3691d,ACTIVE,src/help/helpdata_messages.cpp
948,ABOUT_ENABLED,AboutEnabled,en-US,0000000948|en-US,ABOUT_ENABLED|en-US,enabled,fb9cf75606b4070dd6a9705810906bba28d0e2ea74ff301b999a91dbb68c7d98,ACTIVE,src/help/helpdata_messages.cpp
949,ABOUT_DISABLED,AboutDisabled,en-US,0000000949|en-US,ABOUT_DISABLED|en-US,disabled,17eb3c0168d0d7b21ede5481150f17233427d89833ec121b4dbc4fb96cfab71e,ACTIVE,src/help/helpdata_messages.cpp
950,ABOUT_NONE,AboutNone,en-US,0000000950|en-US,ABOUT_NONE|en-US,(none),552e423045fcbd949252397b4bee754f0b8f99b1bbbe41edc9b25dbfc81b146a,ACTIVE,src/help/helpdata_messages.cpp
951,ABOUT_UNAVAILABLE,AboutUnavailable,en-US,0000000951|en-US,ABOUT_UNAVAILABLE|en-US,(unavailable),db4a103d0d026f38c2564d8277a75b6519f093c0caa95a0e734509695d3f839b,ACTIVE,src/help/helpdata_messages.cpp
952,SHELL_STARTUP_BANNER_LINE,ShellStartupBannerLine,en-US,0000000952|en-US,SHELL_STARTUP_BANNER_LINE|en-US,"DotTalk++ type HELP. USE, SELECT <n>, AREA, COLOR <GREEN|AMBER|DEFAULT>, ABOUT, QUIT.",430439e7a9fdc79528bba41ab330cbe4656013081fb324ec7b63c685cda0ffcf,ACTIVE,src/help/helpdata_messages.cpp
953,SHELL_STARTUP_DEV_LINE,ShellStartupDevLine,en-US,0000000953|en-US,SHELL_STARTUP_DEV_LINE|en-US,"Dev: CMDHELPCHK, GPS, WORKSPACE, ERSATZ.",b45d731181447585952d771a7a3c0062660532927af142170857763469ea4725,ACTIVE,src/help/helpdata_messages.cpp
954,SHELL_STARTUP_HELLO_LINE,ShellStartupHelloLine,en-US,0000000954|en-US,SHELL_STARTUP_HELLO_LINE|en-US,Hello World!,7f83b1657ff1fc53b92dc18148a1d65dfc2d4b1fa3d677284addd200126d9069,ACTIVE,src/help/helpdata_messages.cpp
955,SHELL_BLOCK_CANCELLED,ShellBlockCancelled,en-US,0000000955|en-US,SHELL_BLOCK_CANCELLED|en-US,BLOCK: cancelled,80205f1f3bae475fa83f8447eb328bcca1ca74019bece6187113a5b12df555c4,ACTIVE,src/help/helpdata_messages.cpp
956,SHELL_LOOP_BLOCK_CANCELLED,ShellLoopBlockCancelled,en-US,0000000956|en-US,SHELL_LOOP_BLOCK_CANCELLED|en-US,LOOP BLOCK: cancelled,ad0f72bf76ec635de7030691628c473017c3584f7019ae7870cec7200a5e8e5c,ACTIVE,src/help/helpdata_messages.cpp
957,SHELL_QUIT_CANCELED,ShellQuitCanceled,en-US,0000000957|en-US,SHELL_QUIT_CANCELED|en-US,QUIT canceled.,775d0d36384a25b6c923d53f9948c1aa8443c1c5e49bdf66294d1a7ddd42f43b,ACTIVE,src/help/helpdata_messages.cpp
958,BUILDLMDB_USAGE_TEXT,BuildLmdbUsageText,en-US,0000000958|en-US,BUILDLMDB_USAGE_TEXT|en-US,"Usage: BUILDLMDB [HELP|?] [MAPSIZE <n[K|M|G]> | SIZE <n[K|M|G]> |
                  TINY|SMALL|MEDIUM|LARGE|XL|HUGE]
                 [YES|AUTO|NOPROMPT] [CLEAN|FORCE] [QUIET]

  BUILDLMDB
      Rebuild LMDB backing store for the current CDX container.
      Default mapsize is 128 MiB.

  BUILDLMDB SMALL
      Use preset mapsize 64 MiB.

  BUILDLMDB MEDIUM
      Use preset mapsize 128 MiB.

  BUILDLMDB LARGE
      Use preset mapsize 256 MiB.

  BUILDLMDB MAPSIZE 1G YES
      Rebuild using 1 GiB mapsize for empirical/speed testing.

  BUILDLMDB CLEAN MAPSIZE 512M YES
      Archive existing LMDB env first, then rebuild at 512 MiB.

Presets:
  TINY=32 MiB  SMALL=64 MiB  MEDIUM=128 MiB
  LARGE=256 MiB  XL=512 MiB  HUGE=1 GiB",9d36cf7334c38cb19c6208b9456589e76a26632edcfce68ccd4c08ed0b668e01,ACTIVE,src/help/helpdata_messages.cpp
959,BUILDLMDB_ENV_PATH_NOT_DIRECTORY,BuildLmdbEnvPathNotDirectory,en-US,0000000959|en-US,BUILDLMDB_ENV_PATH_NOT_DIRECTORY|en-US,env path exists but is not a directory: {path},cfab34d186a2e44b53ab4fda73fad2b381b41be7f3a74a4d728651e7bde860c0,ACTIVE,src/help/helpdata_messages.cpp
960,BUILDLMDB_UNABLE_CREATE_BACKUPS_DIR,BuildLmdbUnableCreateBackupsDir,en-US,0000000960|en-US,BUILDLMDB_UNABLE_CREATE_BACKUPS_DIR|en-US,unable to create backups dir: {path},5e3431156dda8afa583d762bb275055d8ddca0f6c23b5742067c74e593015789,ACTIVE,src/help/helpdata_messages.cpp
961,BUILDLMDB_COPY_FAILED,BuildLmdbCopyFailed,en-US,0000000961|en-US,BUILDLMDB_COPY_FAILED|en-US,copy failed: {detail},0a11d7eeb56df27c599d6ccec4ad5766a4fde76af68099d51888655ddaeab757,ACTIVE,src/help/helpdata_messages.cpp
962,BUILDLMDB_REMOVE_ALL_FAILED,BuildLmdbRemoveAllFailed,en-US,0000000962|en-US,BUILDLMDB_REMOVE_ALL_FAILED|en-US,remove_all failed after copy: {detail},ad9a82a8c7cfb76d5b02dc7f5b8d2d1ee5138af17f2c16f54c70b945a3a33302,ACTIVE,src/help/helpdata_messages.cpp
963,BUILDLMDB_ARCHIVED_ENVDIR,BuildLmdbArchivedEnvdir,en-US,0000000963|en-US,BUILDLMDB_ARCHIVED_ENVDIR|en-US,archived envdir to: {path},64f7ee7090655d38cb7b0ad7f602e11bc1c2258fc87edaa92c0981531a72b39a,ACTIVE,src/help/helpdata_messages.cpp
964,BUILDLMDB_LMDB_STEP_TAG_FAILED,BuildLmdbLmdbStepTagFailed,en-US,0000000964|en-US,BUILDLMDB_LMDB_STEP_TAG_FAILED|en-US,{step} failed for tag {tag}: {code} ({detail}),c37dbbc7ac481a753a6bab76bbba88d4e6fbcdb1f69f8c8a4d2dd83aa8a5f030,ACTIVE,src/help/helpdata_messages.cpp
965,BUILDLMDB_PUT_FAILED,BuildLmdbPutFailed,en-US,0000000965|en-US,BUILDLMDB_PUT_FAILED|en-US,put failed for tag {tag} rec {recno}: {code} ({detail}),779aaf6717be609e11f00343dbcb0b44239b785e7a0585b1e43ea8270c076672,ACTIVE,src/help/helpdata_messages.cpp
966,BUILDLMDB_UNABLE_CREATE_ENV_DIR,BuildLmdbUnableCreateEnvDir,en-US,0000000966|en-US,BUILDLMDB_UNABLE_CREATE_ENV_DIR|en-US,unable to create env dir: {path},f196a1a088a72657f6c0233907230869f313325833e1b557a499e3e14ba0477c,ACTIVE,src/help/helpdata_messages.cpp
967,BUILDLMDB_LMDB_STEP_FAILED,BuildLmdbLmdbStepFailed,en-US,0000000967|en-US,BUILDLMDB_LMDB_STEP_FAILED|en-US,{step} failed: {code} ({detail}),44aead397f3b045c1de648837fdc5ede3a92fc2e1b3f9d545c14219c57d39f60,ACTIVE,src/help/helpdata_messages.cpp
968,BUILDLMDB_MAPSIZE_REQUIRES_VALUE,BuildLmdbMapsizeRequiresValue,en-US,0000000968|en-US,BUILDLMDB_MAPSIZE_REQUIRES_VALUE|en-US,"{keyword} requires a value like 64M, 128M, 1G.",86a11d404d2c3f730acf701833809def0cb63bb166d75119cefc297f8479df65,ACTIVE,src/help/helpdata_messages.cpp
969,BUILDLMDB_INVALID_MAPSIZE,BuildLmdbInvalidMapsize,en-US,0000000969|en-US,BUILDLMDB_INVALID_MAPSIZE|en-US,invalid mapsize: {value},27b45c6616dedb376c8eb05812d0bb3f351c83d581cd571663e5c2c814667846,ACTIVE,src/help/helpdata_messages.cpp
970,BUILDLMDB_UNKNOWN_OPTIONS,BuildLmdbUnknownOptions,en-US,0000000970|en-US,BUILDLMDB_UNKNOWN_OPTIONS|en-US,unknown option(s): {options},c6b7cac15b8e96a059203329ef098250f3c33c583c73c3e45852826f32831963,ACTIVE,src/help/helpdata_messages.cpp
971,BUILDLMDB_NO_TABLE_OPEN,BuildLmdbNoTableOpen,en-US,0000000971|en-US,BUILDLMDB_NO_TABLE_OPEN|en-US,No table open.,f798e463ca3853170b2409bca7d88fade6383e30e19c7e94d12d6b62e4af9a1a,ACTIVE,src/help/helpdata_messages.cpp
972,BUILDLMDB_TARGET_CONTAINER_LINE,BuildLmdbTargetContainerLine,en-US,0000000972|en-US,BUILDLMDB_TARGET_CONTAINER_LINE|en-US,target container {path},c77eddcb9bf9441071242f14d32ab253c520c39b599ba54f350a497cc3f7015c,ACTIVE,src/help/helpdata_messages.cpp
973,BUILDLMDB_ENV_LINE,BuildLmdbEnvLine,en-US,0000000973|en-US,BUILDLMDB_ENV_LINE|en-US,LMDB env        {path},e4a343eb52f6a106f237b896815ad890ba70048b1071b8d0d3ad179a73735d59,ACTIVE,src/help/helpdata_messages.cpp
974,BUILDLMDB_MAPSIZE_INFO_LINE,BuildLmdbMapsizeInfoLine,en-US,0000000974|en-US,BUILDLMDB_MAPSIZE_INFO_LINE|en-US,mapsize         {value},325c7dc2cc27cf98f0fc76bffa5a83f5677d512287090eb7a99d6f0b3068add1,ACTIVE,src/help/helpdata_messages.cpp
975,BUILDLMDB_DESTRUCTIVE_WARNING_TEXT,BuildLmdbDestructiveWarningText,en-US,0000000975|en-US,BUILDLMDB_DESTRUCTIVE_WARNING_TEXT|en-US,"
WARNING: LMDB environment directory already exists and appears to contain data:
  {path}
Rebuilding will DROP and recreate all tag databases inside it.
This is a destructive operation -- existing index data will be lost.

BUILDLMDB: confirmation required. Re-run with YES, AUTO, or NOPROMPT.
Examples:
  BUILDLMDB YES
  BUILDLMDB CLEAN YES
  BUILDLMDB MAPSIZE 1G YES",cdfa64132a6309a74c6f8254eb5b3b068a33a02e21c31be57ea0a7ad25e5ecfd,ACTIVE,src/help/helpdata_messages.cpp
976,BUILDLMDB_AUTO_CONFIRMED,BuildLmdbAutoConfirmed,en-US,0000000976|en-US,BUILDLMDB_AUTO_CONFIRMED|en-US,auto-confirmed rebuild of existing env.,79a0b7d97d3a642fcfc7fb9c62d6251b7df37560a30784a3ae8c6eeb779b82fb,ACTIVE,src/help/helpdata_messages.cpp
977,BUILDLMDB_RELEASING_ACTIVE_INDEX,BuildLmdbReleasingActiveIndex,en-US,0000000977|en-US,BUILDLMDB_RELEASING_ACTIVE_INDEX|en-US,releasing active index/order before rebuild.,379a18cf49a21808798c33ba6d3dcf997e43dbbe80f82e7703a41b6a5c1c8731,ACTIVE,src/help/helpdata_messages.cpp
978,BUILDLMDB_ARCHIVE_FAILED_ABORTING,BuildLmdbArchiveFailedAborting,en-US,0000000978|en-US,BUILDLMDB_ARCHIVE_FAILED_ABORTING|en-US,archive failed - aborting.,e10b5e9d7ef1114a8e120ebc13e65e58ec56bf61a284dcc2c5e6b082a991d5d0,ACTIVE,src/help/helpdata_messages.cpp
979,BUILDLMDB_TAG_OK_LINE,BuildLmdbTagOkLine,en-US,0000000979|en-US,BUILDLMDB_TAG_OK_LINE|en-US, [{index}] {tag} : OK,64df180f1a9dffcb486d9e47b1ae83c61f146d78240fd0ddb0138867f3d26fcb,ACTIVE,src/help/helpdata_messages.cpp
980,BUILDLMDB_DONE_TAGS_REBUILT,BuildLmdbDoneTagsRebuilt,en-US,0000000980|en-US,BUILDLMDB_DONE_TAGS_REBUILT|en-US,done OK={count} tags rebuilt.,fe63a019cd5cc2c7824ea13cb0798b5e762e7e346fd0426088fa6c6bdcd37416,ACTIVE,src/help/helpdata_messages.cpp
981,BUILDLMDB_CDX_CONTAINER_LINE,BuildLmdbCdxContainerLine,en-US,0000000981|en-US,BUILDLMDB_CDX_CONTAINER_LINE|en-US,CDX container   : {path},e663cbce1e8c4bf6ce9619a141b51c243fadf375553a7745b8146e811aee56da,ACTIVE,src/help/helpdata_messages.cpp
982,BUILDLMDB_LMDB_ENVIRONMENT_LINE,BuildLmdbLmdbEnvironmentLine,en-US,0000000982|en-US,BUILDLMDB_LMDB_ENVIRONMENT_LINE|en-US,LMDB environment: {path},0089c1eac4faac4613ebab84ee39d8b42221f17ab53062c6975b5522f49614e3,ACTIVE,src/help/helpdata_messages.cpp
983,BUILDLMDB_MAPSIZE_REPORT_LINE,BuildLmdbMapsizeReportLine,en-US,0000000983|en-US,BUILDLMDB_MAPSIZE_REPORT_LINE|en-US,Mapsize         : {value},29107172872aacf710f6e1b470b00d7987dbbb07f8c7522c41506784c7fbd05d,ACTIVE,src/help/helpdata_messages.cpp
984,BUILDLMDB_FAILED_TO_BUILD_ENV,BuildLmdbFailedToBuildEnv,en-US,0000000984|en-US,BUILDLMDB_FAILED_TO_BUILD_ENV|en-US,failed to build LMDB environment.,944a930e999bcb6b703ba5744571939f52a3fdc71b42467f4fb2fcc29c28f346,ACTIVE,src/help/helpdata_messages.cpp
985,BBOX_USAGE_TEXT,BBoxUsageText,en-US,0000000985|en-US,BBOX_USAGE_TEXT|en-US,"Usage:
  BBOX
  BBOX USAGE
  BBOX MODEL
  BBOX LANES
  BBOX COMMENTS
  BBOX HELP
  BBOX MANUALGEN
  BBOX DATADICT
  BBOX MESSAGING
  BBOX MAINT
Notes:
  - BBOX is read-only and educational.
  - BBOX teaches the Blackbox model: data in, processing, information out.
  - BBOX does not mutate DBFs, HELP, META, CMDHELPCHK, source, scripts, or publications.",e90f9cd3667756a8bb9184df4847519bd08551c7ca1004eba8084daf86938d16,ACTIVE,src/help/helpdata_messages.cpp
986,BBOX_MODEL_TEXT,BBoxModelText,en-US,0000000986|en-US,BBOX_MODEL_TEXT|en-US,"BLACKBOX MODEL
  DATA IN
    source comments, usage contracts, DBFs, scripts, Markdown, media, source code, catalogs

  PROCESSING
    scan, harvest, classify, import, build, validate, publish, smoke test

  INFORMATION OUT
    HELP, CMDHELP, manuals, data dictionary, comments workspace, MAN*/DD*/SRC* catalogs, reports, diagrams

  CONTROL
    backup, rollback, boundary ledger, runtime smoke, savepoint, next gate",f2fd2dfad077580d581ab733e1eb21b048847cd658db93aa23adaf9d2bd26d35,ACTIVE,src/help/helpdata_messages.cpp
987,BBOX_LANES_TEXT,BBoxLanesText,en-US,0000000987|en-US,BBOX_LANES_TEXT|en-US,"BBOX LANES
  COMMENTS   source comments and @dottalk.usage -> SRC* evidence catalogs
  HELP       registry, DOTREF, usage contracts -> HELP DATA and CMDHELP
  MANUALGEN  manual sections/media/manifests -> MAN* catalog and published manuals
  DATADICT   repo/schema/help evidence -> DD* catalog and DDICT runtime view
  MESSAGING  hard-coded text/message IDs/locales -> typed localized runtime messages
  CMDHELPCHK command/help contracts -> validation evidence
  MAINT      maintenance lanes, cookbooks, gates, and read-only status",6798bc6ebd4d2a4fac32b3dd3a27716eebb1900d5ca578a3e5ea12bfdd91e8bc,ACTIVE,src/help/helpdata_messages.cpp
988,BBOX_COMMENTS_LANE_TEXT,BBoxCommentsLaneText,en-US,0000000988|en-US,BBOX_COMMENTS_LANE_TEXT|en-US,"COMMENTS BLACKBOX
  DATA IN: source files, header comments, @dottalk.usage v1 blocks
  PROCESS: harvest, classify, import, validate, review disposition
  OUT: SRCFILE, SRCBLOCK, SRCLINE, SRCUSAGE, SRCCLASS, SRCDISP, SRCALIAS, MEMO_LINES
  CURRENT WORKSPACE: dottalkpp/data/workspaces/comments.dtschema",82e54c41885c02668b3f0144a411711ecf7bee0e6e09f88f584e4ad85636a186,ACTIVE,src/help/helpdata_messages.cpp
989,BBOX_HELP_LANE_TEXT,BBoxHelpLaneText,en-US,0000000989|en-US,BBOX_HELP_LANE_TEXT|en-US,"HELP BLACKBOX
  DATA IN: command registry, dotref.hpp, foxref.hpp, usage contracts, curated rows, source-mined facts
  PROCESS: CMDHELP BUILD, HELP DATA generation, validation, runtime smoke
  OUT: help_line.dbf, help_topic.dbf, help_artifacts.dbf, commands.dbf, cmd_args.dbf, HELP/CMDHELP output
  NOTE: CMDHELP and HELP /DOT are related consumers but not identical proof surfaces.",5b0eea17b4d4096b3d38829fcf05e6ff64ec7f5dc88c506e2112801e8940385b,ACTIVE,src/help/helpdata_messages.cpp
990,BBOX_MANUALGEN_LANE_TEXT,BBoxManualgenLaneText,en-US,0000000990|en-US,BBOX_MANUALGEN_LANE_TEXT|en-US,"MANUALGEN BLACKBOX
  DATA IN: section files, appendices, media anchors, review queues, manifests
  PROCESS: assemble, normalize, validate, publish, catalog, runtime smoke
  OUT: published manual, MAN* catalog, MANUAL runtime command, regeneration evidence",d0df317afc9b4af0ccf3cf3468e32a269ee45551e3a7d2023b899df3ac79db40,ACTIVE,src/help/helpdata_messages.cpp
991,BBOX_DATADICT_LANE_TEXT,BBoxDatadictLaneText,en-US,0000000991|en-US,BBOX_DATADICT_LANE_TEXT|en-US,"DATADICT BLACKBOX
  DATA IN: data dictionary manifests, DD* candidate rows, x64 DATA_DICTIONARY_* physical tables
  PROCESS: stage, import, validate, CDX/LMDB build, runtime smoke
  OUT: DD* catalog, DDICT STATUS/TABLES/OBJECTS/FIELDS/TAGS/REL/EVIDENCE
  RULE: use bridge policy; report metadata owner and physical artifact.",c7933202963d6bea9379964de9d4f415286c0b2ede80ea3f42c41f2caf3d3b60,ACTIVE,src/help/helpdata_messages.cpp
992,BBOX_MAINT_LANE_TEXT,BBoxMaintLaneText,en-US,0000000992|en-US,BBOX_MAINT_LANE_TEXT|en-US,"MAINT BLACKBOX
  PURPOSE: developer/SDLC maintenance inspection over documented lanes and cookbooks
  PRIMARY APP: native C++ MAINT surface, planned separately
  EXTERNAL TOOLS: Python 3.12 for portable report tooling; PowerShell only for temporary scaffolding
  RULE: MAINT starts read-only; mutation lanes require explicit guarded packages.",8df21c1f21cda61b7448246eb4cc8ba7c1850d4bab46756d17b1059b4f8b8904,ACTIVE,src/help/helpdata_messages.cpp
993,BBOX_UNKNOWN_TOPIC,BBoxUnknownTopic,en-US,0000000993|en-US,BBOX_UNKNOWN_TOPIC|en-US,unknown topic: {topic},42ef2080fd1834d85a51a4209e171b9dd5f9ac0ccce4b81e5510576e97d3b140,ACTIVE,src/help/helpdata_messages.cpp
994,MAINT_USAGE_TEXT,MaintUsageText,en-US,0000000994|en-US,MAINT_USAGE_TEXT|en-US,"Usage:
  MAINT
  MAINT USAGE
  MAINT STATUS
  MAINT LANES
  MAINT COOKBOOK
  MAINT BOUNDARY
  MAINT BBOX
  MAINT DOCS
  MAINT GUI
  MAINT AI
  MAINT AI USAGE
  MAINT AI STATUS
  MAINT AI DASHBOARD
  MAINT AI ASSIMILATE
  MAINT AI BOOK
  MAINT AI INTAKE
  MAINT AI GATES
  MAINT AI VISIBILITY
  MAINT CONTRACTS
  MAINT CONTRACTS USAGE
  MAINT CONTRACTS STATUS
  MAINT CONTRACTS SCAN
  MAINT CONTRACTS REGISTRY
  MAINT CONTRACTS INTAKE
  MAINT CONTRACTS DRIFT
  MAINT CONTRACTS GATES
Notes:
  - MAINT is read-only first wave.
  - MAINT inspects maintenance lanes, cookbooks, status, and boundaries.
  - MAINT AI is a read-only native visibility surface for AI Portal partner onboarding and routing.
  - MAINT AI ASSIMILATE points new or second-opinion AI development partners to the repo-local AI Portal.
  - The AI Portal is an Alpha Python/registry surface; MAINT AI does not launch it or grant mutation authority.
  - MAINT does not run scripts or mutate HELP, CMDHELPCHK, DBFs, source, runtime scripts, or publications.",c5db383edf7d608d500afc092e319e325dd4452a4b9425f283d3e1b8d92a34ba,ACTIVE,src/help/helpdata_messages.cpp
995,MAINT_STATUS_TEXT,MaintStatusText,en-US,0000000995|en-US,MAINT_STATUS_TEXT|en-US,"MAINT STATUS
  mode: read-only
  purpose: inspect DotTalk++ maintenance/SDLC lanes and boundaries
  native app: yes, C++ command surface
  executes maintenance scripts: no
  mutates protected systems: no
  related teaching surface: BBOX",35311a61d36b3a7dea13341c9cb11cdb3dd8f45f4d5e9f16d3e3e79719b24ebd,ACTIVE,src/help/helpdata_messages.cpp
996,MAINT_LANES_TEXT,MaintLanesText,en-US,0000000996|en-US,MAINT_LANES_TEXT|en-US,"MAINT LANES
  comments    - source comments and @dottalk.usage evidence
  help        - HELP, CMDHELP, DOTREF, and help-route evidence
  cmdhelpchk  - HELP/registry/source-contract validation
  manualgen   - developer manual generation and MAN* catalog evidence
  datadict    - DD* / DATA_DICTIONARY_* catalog and DDICT evidence
  messaging   - message catalog, language/locale, and output text migration
  ai-friendly - AI-assisted work capture, curation, routing, and user visibility
  gui         - wx, Python/Tkinter, and TUI synchronization over shared runtime contracts
  contracts   - durable rules, usage contracts, registry, intake, and drift review
  blackbox    - data in, processing, information out teaching model
  maintenance - SDLC cookbooks, gates, boundaries, and closeouts",d8e852f2e26140c14fe67449ccc7897879e324ca27b50476ffd33fb28d9844d0,ACTIVE,src/help/helpdata_messages.cpp
997,MAINT_COOKBOOK_TEXT,MaintCookbookText,en-US,0000000997|en-US,MAINT_COOKBOOK_TEXT|en-US,"MAINT COOKBOOK
  docs root   : docs\maintenance
  script root : dottalkpp\scripts\maintenance
  runtime scripts stay under dottalkpp\data\scripts
  native source support is reserved under src\maintenance when needed
  PowerShell is temporary MDO scaffolding; permanent app surface is C++.
  Python 3.12 may support portable external helper/report tooling.",cf3f90a9d70a39f963030707d9b491b658697489424b9987bc282680eda5346a,ACTIVE,src/help/helpdata_messages.cpp
998,MAINT_BBOX_RELATION_TEXT,MaintBboxRelationText,en-US,0000000998|en-US,MAINT_BBOX_RELATION_TEXT|en-US,"MAINT BBOX
  BBOX teaches the Blackbox model: data in, processing, information out.
  MAINT inspects the SDLC maintenance controls around those transformations.
  Relationship:
    BBOX explains the model.
    MAINT explains the maintenance process, gates, cookbooks, and boundaries.",00f16bced491ea8f273cb372ae9430c1d780fad4d8d07b95c0083faf4e331cb0,ACTIVE,src/help/helpdata_messages.cpp
999,MAINT_UNKNOWN_TOPIC,MaintUnknownTopic,en-US,0000000999|en-US,MAINT_UNKNOWN_TOPIC|en-US,"unknown topic: {topic}
Use MAINT USAGE.",0dce737720e673dcf91738d4b8e5f71e8aaaf60b8464cfe0863e5a16e8d41b74,ACTIVE,src/help/helpdata_messages.cpp
1000,DDICT_STATUS_TITLE,DDictStatusTitle,en-US,0000001000|en-US,DDICT_STATUS_TITLE|en-US,DDICT STATUS,97f542fbee3460889fb1bd815ae937e6273213187c4fe5b108bfb6293c67d9fb,ACTIVE,src/help/helpdata_messages.cpp
1001,DDICT_ACTIVE_CATALOG_LINE,DDictActiveCatalogLine,en-US,0000001001|en-US,DDICT_ACTIVE_CATALOG_LINE|en-US,  Active catalog: {path},b3596a74c9256f3fd46a3a1a25cbaca96f0b1561b19230256259234fdd675351,ACTIVE,src/help/helpdata_messages.cpp
1002,DDICT_READ_MODE_LINE,DDictReadModeLine,en-US,0000001002|en-US,DDICT_READ_MODE_LINE|en-US,  Read mode     : READ-ONLY,e1473205473809065c3421515b4fd2787a4ff03b8675928844c8228fd198cb2c,ACTIVE,src/help/helpdata_messages.cpp
1003,DDICT_DBF_TABLES_LINE,DDictDbfTablesLine,en-US,0000001003|en-US,DDICT_DBF_TABLES_LINE|en-US,  DBF tables    : {present} / {expected},f61f2887dbab8cf2378f74200b7a6a8201bd0c477e1232eb853f0c6bf2165989,ACTIVE,src/help/helpdata_messages.cpp
1004,DDICT_DTX_SIDECARS_LINE,DDictDtxSidecarsLine,en-US,0000001004|en-US,DDICT_DTX_SIDECARS_LINE|en-US,  DTX sidecars  : {present} / {expected},7083666a3e3e9c13126545677caf522065c93150b0db8290622a9ca5204bab2d,ACTIVE,src/help/helpdata_messages.cpp
1005,DDICT_DBF_BYTES_LINE,DDictDbfBytesLine,en-US,0000001005|en-US,DDICT_DBF_BYTES_LINE|en-US,  DBF bytes     : {bytes},40dd9347508bc874c5a2680e4cd85d5235a338aedf7a4e6db72f973bae6d4ba6,ACTIVE,src/help/helpdata_messages.cpp
1006,DDICT_CATALOG_STATE_PRESENT_LINE,DDictCatalogStatePresentLine,en-US,0000001006|en-US,DDICT_CATALOG_STATE_PRESENT_LINE|en-US,  Catalog state : ACTIVE_CATALOG_PRESENT,325922bf8fcba3e0ff8d465ba6f0604f148ec58e488986d37696f58105a57aa3,ACTIVE,src/help/helpdata_messages.cpp
1007,DDICT_CATALOG_STATE_REVIEW_LINE,DDictCatalogStateReviewLine,en-US,0000001007|en-US,DDICT_CATALOG_STATE_REVIEW_LINE|en-US,  Catalog state : ACTIVE_CATALOG_REVIEW,19d228d85e675eaf7090c9c1649aa07e7063b4803dcfec01bde5b252a7fad236,ACTIVE,src/help/helpdata_messages.cpp
1008,DDICT_TABLES_TITLE,DDictTablesTitle,en-US,0000001008|en-US,DDICT_TABLES_TITLE|en-US,DDICT TABLES,93a7867845373ac006d23ddac9bc52f6059b4fcf99aca6fb96fe57c3dc0c7fda,ACTIVE,src/help/helpdata_messages.cpp
1009,DDICT_TABLES_COLUMN_HEADER,DDictTablesColumnHeader,en-US,0000001009|en-US,DDICT_TABLES_COLUMN_HEADER|en-US,  Table       DBF  DTX  DBF_BYTES,72bc812d17a3d029c0fcdcf524bf56c538885e91252b972178d02633102e7fa5,ACTIVE,src/help/helpdata_messages.cpp
1010,DDICT_TABLES_DIVIDER,DDictTablesDivider,en-US,0000001010|en-US,DDICT_TABLES_DIVIDER|en-US,  ----------  ---  ---  ---------,4fff7632a3eb61d0422b12610c0929b93ce577adca121ca992b14a4c99b02bb2,ACTIVE,src/help/helpdata_messages.cpp
1011,DDICT_FIELDS_REQUIRES_TABLE_NAME,DDictFieldsRequiresTableName,en-US,0000001011|en-US,DDICT_FIELDS_REQUIRES_TABLE_NAME|en-US,FIELDS requires a table name.,5389d93c04c8213314692616224dfc124372d5849b9002316ff367efb11158fa,ACTIVE,src/help/helpdata_messages.cpp
1012,DDICT_FIELDS_TITLE,DDictFieldsTitle,en-US,0000001012|en-US,DDICT_FIELDS_TITLE|en-US,DDICT FIELDS {table},adb6b74b574650e8a085c7934af153321313e1559251729fc6645885d20f928b,ACTIVE,src/help/helpdata_messages.cpp
1013,DDICT_FIELD_ROWS_LINE,DDictFieldRowsLine,en-US,0000001013|en-US,DDICT_FIELD_ROWS_LINE|en-US,  Field rows    : {count},0a22ef885dad366d461a8991b5f4720456d203dcd306aef6af7587bf77dfc003,ACTIVE,src/help/helpdata_messages.cpp
1014,DDICT_METADATA_OWNER_LINE,DDictMetadataOwnerLine,en-US,0000001014|en-US,DDICT_METADATA_OWNER_LINE|en-US,  Metadata owner: {owner},b93722d167d78a033ceb75383975a874cbefcb854843d73e102b82249d27de84,ACTIVE,src/help/helpdata_messages.cpp
1015,DDICT_FIELDS_NO_FIELDS_LINE,DDictFieldsNoFieldsLine,en-US,0000001015|en-US,DDICT_FIELDS_NO_FIELDS_LINE|en-US,  Result        : NO_FIELDS_FOUND,600cc408b6a4a4099b2955a7d0627fa6f916635a0e56bbeb7fe505d5d9d019f0,ACTIVE,src/help/helpdata_messages.cpp
